localidad,edad,sexo,causa_inicio,causa_persistencia,consume_cigarrillo,consume_basuco,consume_marihuana,consume_alcohol,consume_inhalantes,consume_pepas,consume_cocaina,consume_heroina,causa_inicio_texto,causa_persistencia_texto
Usme,52,Hombre,3.0,5.0,Sí,No,Sí,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
San Cristóbal,29,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,34,Hombre,1.0,2.0,Sí,No,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Usme,,,,,,,,,,,,,,
Usme,,,,,,,,,,,,,,
Usme,30,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,,,,,,,,,,,,,,
San Cristóbal,28,Hombre,5.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
San Cristóbal,30,Hombre,1.0,1.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,32,Hombre,1.0,6.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
San Cristóbal,30,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,36,Hombre,8.0,2.0,No,No,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
San Cristóbal,29,Hombre,1.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,60,Hombre,1.0,1.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,42,Hombre,5.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
San Cristóbal,,,,,,,,,,,,,,
San Cristóbal,24,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,45,Hombre,1.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,42,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,40,Hombre,5.0,2.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
San Cristóbal,33,Hombre,5.0,1.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,34,Hombre,9.0,2.0,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Pérdida de redes de apoyo,Por decisión propia
San Cristóbal,27,Hombre,1.0,12.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Otra
San Cristóbal,63,Hombre,3.0,5.0,,,,,,,,,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
San Cristóbal,34,Hombre,3.0,2.0,,,,,,,,,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
San Cristóbal,48,Hombre,3.0,2.0,Sí,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
San Cristóbal,46,Hombre,8.0,2.0,,,,,,,,,Por decisión propia,Por decisión propia
San Cristóbal,32,Hombre,1.0,1.0,,,,,,,,,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,,,,,,,,,,,,,,
San Cristóbal,73,Mujer,1.0,8.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Siempre ha sido persona habitante de calle
San Cristóbal,39,Hombre,8.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
San Cristóbal,55,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,,,,,,,,,,,,,,
San Cristóbal,27,Hombre,8.0,2.0,Sí,No,No,No,No,No,No,No,Por decisión propia,Por decisión propia
San Cristóbal,,,,,,,,,,,,,,
Usme,40,Mujer,5.0,1.0,No,Sí,No,No,No,No,Sí,Sí,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,32,Mujer,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,,,,,,,,,,,,,,
San Cristóbal,45,Hombre,5.0,1.0,Sí,Sí,Sí,No,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,66,Hombre,5.0,1.0,No,No,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,75 años o más,Hombre,1.0,1.0,No,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,60,Mujer,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,52,Hombre,1.0,6.0,Sí,Sí,Sí,No,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
San Cristóbal,43,Hombre,1.0,11.0,Sí,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
San Cristóbal,19,Hombre,5.0,1.0,Sí,Sí,Sí,No,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,42,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,47,Hombre,1.0,2.0,No,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Usme,57,Hombre,5.0,11.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Ausencia de redes de apoyo adecuadas
Usme,,,,,,,,,,,,,,
San Cristóbal,31,Hombre,1.0,1.0,Sí,Sí,Sí,No,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Usme,36,Hombre,11.0,5.0,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Por ser víctima o desplazado del conflicto armado,Falta de trabajo
Usme,25,Hombre,12.0,11.0,Sí,Sí,Sí,No,No,No,No,No,Otra,Ausencia de redes de apoyo adecuadas
Usme,35,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Usme,34,Hombre,5.0,2.0,Sí,Sí,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Usme,39,Hombre,5.0,1.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,33,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,28,Hombre,8.0,2.0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Por decisión propia,Por decisión propia
San Cristóbal,47,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,,,,,,,,,,,,,,
Usme,29,Hombre,1.0,1.0,Sí,Sí,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Usme,,,,,,,,,,,,,,
Usme,39,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,38,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
San Cristóbal,24,Hombre,1.0,6.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
San Cristóbal,28,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
San Cristóbal,33,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,55,Mujer,10.0,2.0,No,No,No,No,No,No,No,No,Amenaza o riesgo para su vida o integridad física,Por decisión propia
San Cristóbal,24,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,29,Hombre,1.0,6.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
San Cristóbal,37,Hombre,11.0,5.0,Sí,Sí,Sí,Sí,No,No,No,No,Por ser víctima o desplazado del conflicto armado,Falta de trabajo
San Cristóbal,,,,,,,,,,,,,,
San Cristóbal,32,Hombre,1.0,1.0,No,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,42,Mujer,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,56,Hombre,5.0,1.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,39,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,25,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,29,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,27,Hombre,8.0,1.0,Sí,Sí,Sí,No,No,Sí,No,No,Por decisión propia,Consumo de sustancias psicoactivas
San Cristóbal,24,Hombre,12.0,6.0,Sí,Sí,Sí,Sí,No,No,No,No,Otra,Conflictos o dificultades familiares
Usme,26,Hombre,6.0,1.0,Sí,Sí,Sí,No,No,No,Sí,No,Por discriminación,Consumo de sustancias psicoactivas
San Cristóbal,24,Hombre,5.0,2.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
San Cristóbal,43,Hombre,1.0,5.0,Sí,Sí,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
San Cristóbal,,,,,,,,,,,,,,
San Cristóbal,34,Hombre,9.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
Antonio Nariño,64,Hombre,3.0,5.0,Sí,Sí,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
Antonio Nariño,46,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,,,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Antonio Nariño,35,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,29,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,Sí,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,40,Hombre,5.0,11.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Ausencia de redes de apoyo adecuadas
Antonio Nariño,30,Hombre,,,,,,,,,,,,
Antonio Nariño,22,Hombre,3.0,1.0,Sí,No,Sí,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Consumo de sustancias psicoactivas
San Cristóbal,30,Hombre,1.0,8.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Siempre ha sido persona habitante de calle
Antonio Nariño,49,Hombre,1.0,6.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
San Cristóbal,34,Mujer,12.0,5.0,Sí,No,No,No,No,No,No,No,Otra,Falta de trabajo
San Cristóbal,33,Mujer,9.0,11.0,Sí,Sí,Sí,Sí,No,No,No,No,Pérdida de redes de apoyo,Ausencia de redes de apoyo adecuadas
Usme,,,,,,,,,,,,,,
Usme,35,Hombre,5.0,1.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,,,,,,,,,,,,,,
Antonio Nariño,35,Hombre,1.0,2.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
San Cristóbal,35,Hombre,1.0,5.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Usme,,,,,,,,,,,,,,
Usme,,,,,,,,,,,,,,
Usme,,,,,,,,,,,,,,
Usme,24,Hombre,8.0,2.0,No,Sí,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
Usme,46,Hombre,8.0,5.0,Sí,Sí,No,No,No,No,No,No,Por decisión propia,Falta de trabajo
Usme,25,Hombre,9.0,1.0,Sí,Sí,Sí,No,Sí,No,No,No,Pérdida de redes de apoyo,Consumo de sustancias psicoactivas
Usme,24,Mujer,5.0,1.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,34,Hombre,1.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Usme,42,Hombre,1.0,2.0,Sí,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Usme,43,Hombre,1.0,2.0,Sí,No,No,Sí,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Usme,59,Hombre,8.0,10.0,Sí,Sí,Sí,No,No,No,No,No,Por decisión propia,Por discriminación
Usme,36,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,35,Mujer,1.0,2.0,,,,,,,,,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Usme,23,Hombre,5.0,2.0,Sí,Sí,,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Usme,23,Hombre,12.0,1.0,Sí,Sí,Sí,No,No,Sí,No,No,Otra,Consumo de sustancias psicoactivas
Usme,42,Hombre,,,,,,,,,,,,
Usme,,,,,,,,,,,,,,
Usme,27,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,26,Hombre,8.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
San Cristóbal,,,,,,,,,,,,,,
San Cristóbal,26,Hombre,5.0,1.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,28,Hombre,1.0,1.0,No,No,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Usme,47,Hombre,5.0,1.0,Sí,Sí,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,,,,,,,,,,,,,,
San Cristóbal,33,Hombre,5.0,1.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,31,Hombre,1.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Usme,23,Hombre,9.0,11.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Pérdida de redes de apoyo,Ausencia de redes de apoyo adecuadas
San Cristóbal,39,Hombre,1.0,1.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,33,Hombre,8.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
San Cristóbal,37,Hombre,1.0,11.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
San Cristóbal,28,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,50,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,49,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,38,Hombre,1.0,1.0,No,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,45,Hombre,5.0,2.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
San Cristóbal,66,Hombre,5.0,11.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Ausencia de redes de apoyo adecuadas
San Cristóbal,26,Hombre,,,,,,,,,,,,
San Cristóbal,35,Mujer,1.0,1.0,No,Sí,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,26,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,43,Hombre,3.0,11.0,No,Sí,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Ausencia de redes de apoyo adecuadas
Usme,30,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,,,,,,,,,,,,,,
Usme,41,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,31,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,34,Hombre,3.0,2.0,Sí,Sí,Sí,No,Sí,No,No,Sí,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
Usme,,,,,,,,,,,,,,
Usme,27,Hombre,5.0,1.0,Sí,Sí,No,No,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,30,Hombre,,,,,,,,,,,,
Usme,31,Hombre,1.0,2.0,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Usme,30,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,Sí,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,47,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,39,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Usme,38,Hombre,1.0,11.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Usme,32,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,,,,,,,,,,,,,,
Usme,25,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,41,Mujer,1.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Usme,40,Hombre,1.0,1.0,No,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,40,Mujer,8.0,1.0,No,Sí,Sí,No,No,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
San Cristóbal,44,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,41,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,36,Hombre,5.0,1.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Usme,36,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,49,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,40,Hombre,1.0,2.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
San Cristóbal,30,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,44,Hombre,,,,,,,,,,,,
San Cristóbal,41,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,35,Hombre,5.0,1.0,Sí,Sí,No,No,No,Sí,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,35,Hombre,8.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Por decisión propia,Por decisión propia
San Cristóbal,42,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
San Cristóbal,38,Hombre,1.0,1.0,Sí,No,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,,,,,,,,,,,,,,
San Cristóbal,32,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
San Cristóbal,,,,,,,,,,,,,,
San Cristóbal,38,Hombre,7.0,12.0,Sí,Sí,No,No,No,No,No,No,Abuso sexual,Otra
San Cristóbal,37,Hombre,11.0,11.0,No,No,Sí,No,No,No,No,No,Por ser víctima o desplazado del conflicto armado,Ausencia de redes de apoyo adecuadas
San Cristóbal,36,Hombre,,,,,,,,,,,,
San Cristóbal,73,Hombre,3.0,5.0,No,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
Ciudad Bolívar,41,Hombre,5.0,1.0,Sí,No,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Ciudad Bolívar,26,Hombre,11.0,1.0,No,No,Sí,No,No,No,No,No,Por ser víctima o desplazado del conflicto armado,Consumo de sustancias psicoactivas
Ciudad Bolívar,32,Hombre,9.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
Ciudad Bolívar,39,Hombre,1.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Ciudad Bolívar,32,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Ciudad Bolívar,73,Hombre,1.0,6.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
Ciudad Bolívar,34,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Ciudad Bolívar,23,Hombre,5.0,1.0,Sí,Sí,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Ciudad Bolívar,23,Hombre,5.0,1.0,No,No,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Ciudad Bolívar,,,,,,,,,,,,,,
Ciudad Bolívar,46,Hombre,4.0,2.0,No,No,Sí,Sí,No,No,No,No,Egreso de una institución (de protección o penitenciaria),Por decisión propia
Ciudad Bolívar,,,,,,,,,,,,,,
Ciudad Bolívar,,,,,,,,,,,,,,
Ciudad Bolívar,42,Hombre,1.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Ciudad Bolívar,,,,,,,,,,,,,,
Ciudad Bolívar,43,Hombre,8.0,2.0,No,No,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
Ciudad Bolívar,30,Hombre,5.0,1.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Ciudad Bolívar,35,Hombre,1.0,2.0,No,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Ciudad Bolívar,,,,,,,,,,,,,,
Ciudad Bolívar,28,Hombre,3.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Consumo de sustancias psicoactivas
Ciudad Bolívar,,,,,,,,,,,,,,
Ciudad Bolívar,48,Hombre,1.0,5.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Ciudad Bolívar,41,Hombre,1.0,1.0,Sí,Sí,Sí,No,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Ciudad Bolívar,,,,,,,,,,,,,,
Ciudad Bolívar,35,Hombre,8.0,2.0,Sí,Sí,No,No,No,No,No,No,Por decisión propia,Por decisión propia
Ciudad Bolívar,48,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Ciudad Bolívar,48,Hombre,12.0,9.0,Sí,Sí,Sí,No,No,No,No,No,Otra,Por ser víctima o desplazado del conflicto armado
Ciudad Bolívar,33,Hombre,5.0,1.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Ciudad Bolívar,37,Hombre,5.0,5.0,Sí,Sí,Sí,No,No,No,Sí,No,Consumo de sustancias psicoactivas,Falta de trabajo
Ciudad Bolívar,28,Hombre,5.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Ciudad Bolívar,65,Hombre,1.0,5.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
