DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8;P9R;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23S1R;P24;P25;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
105129;2;11;11001;1;14;2;1;37;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;23;10;8;2;2;1;2;2;1;3; ;1;1;1;1;1;1;1;1;4;7;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105130;2;11;11001;1;14;2;1;53;1;3;1;1;3;2;4;4;3;4;4;4;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;7;1;6;1;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;4;5;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ;35; ; ;7; ;1;1; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105131;2;11;11001;1;14;2;1;45;1;3;2;1;3;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;6;0;5;3;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;3;1;2;2;2;2;1;2;2;2;21; ; ; ; ;30; ; ; ;1;2;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105132;2;11;11001;1;14;2;1;58;1;3;2;1;1;2;4;4;2;2;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1;36;5;3;2;2;1;2;2;2;3; ;1;1; ; ; ;1;1;1;2;1;2;2;1;2;2;1;2;2;2; ; ;9; ; ;37; ; ; ;3;2;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105133;2;11;11001;1;14;2;1;33;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;3;1;5;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;2;4;1;1;1;1;2;1;2;2;2;12;12;12;12; ;12; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105134;2;11;11001;1;14;2;1;51;1;3;1;1;3;2;3;4;3;4;3;4;4;4;4;1; ;1; ; ; ; ; ; ; ; ;1;1;2;2;2;2;2; ; ; ; ; ;1;6;20;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;5;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;2;2;1;1;2;1;1;1;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105135;2;11;11001;1;14;2;1;33;1;3;2;1;1;2;4;4;4;4;3;4;4;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7;6;7;3;2;2;1;2;2;2;3; ;1;1; ; ; ; ;1;1;3;5;1;2;1;2;1;1;2;2;2;12; ;12; ;12;26; ; ; ;6;2;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105136;2;11;11001;1;14;2;1;38;1;3;2;1;3;2;4;4;4;3;4;4;4;3;4;1; ;1; ; ; ; ; ; ; ; ;1;1;2;2;2;2;2; ; ; ; ; ;1;7;30;2;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;1;1;2;1;2;2;1;2;2;2;12; ;15; ; ;17; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;2;1;1;1;1; ; ; ; ; ; ; ; ; ;1
105137;1;11;11001;1;9;1;1;29;1;3;2;1;1;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;3;7;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;6;1;1;1;1;2;2;1;2;2;2;16;18;14; ; ;25; ; ; ;6;2;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105138;1;11;11001;1;9;1;1;71;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;2;7;40;4;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105139;1;11;11001;1;9;1;1;59;2;3;2;1;1;2;4;4;4;2;2;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7;5;5;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4;1;2;2;2;2;2;2;2;2;50; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105140;1;11;11001;1;9;1;1;75;1;3;2;1;1;2;4;4;4;4;4;4;4;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;12;6;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;2;1;2;1; ; ; ; ; ; ; ; ; ;1
105141;1;11;11001;1;9;1;1;30;1;3;1;1;1;1;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;0;2;5;2;2;2;2;2;1;6;1;1; ;1; ; ; ;1;1;3;4;2;2;1;1;2;1;2;2;2; ; ;20;20; ;20; ; ; ;3;4;2; ; ; ; ; ; ; ; ; ;1;2;1;2;1;2;1;2;2;2;1;2;1; ; ; ; ; ; ; ; ; ;1
105142;1;11;11001;1;9;1;1;30;1;3;2;1;1;1;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;6;0;5;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105143;1;11;11001;1;9;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;58; ;1;1; ;1; ; ;1
105144;1;11;11001;1;9;1;1;19;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;10; ;2;2;2;1;2; ; ; ;2; ;1;6;0;5;1;2;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;3;2;1;2;1;2;2;2;2;2;2;14; ;15; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ;2;2;2;1;2;2;1;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105145;1;11;11001;1;9;1;1;18;1;3;2;1;1;2;4;4;3;2;4;2;3;4;3;1; ; ; ; ;1;1; ; ; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;6;0;5;5;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;13;1;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;1;2; ; ; ; ; ; ;1; ;1;2;1;1;2;2;1;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105146;1;11;11001;1;9;1;1;20;2;3;2;1;1;2;4;4;4;4;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;1;7;0;5;1;2;1;2;2;1;1;2;1;1; ; ; ; ;1;1;1;4;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;1;2;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105147;1;11;11001;1;9;1;1;30;1;3;2;1;1;1;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;3;1;2;1;2;2;2; ;1; ; ; ;1;7;7;4;1;1;2;1;2;2;2;1;1;1; ; ; ; ;1; ;1;3;5;1;1;1;2;2;1;2;2;2;15;18;15; ; ;20; ; ; ;3;3;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105148;1;11;11001;1;9;1;1;24;1;3;2;1;1;2;3;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5;0;4;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;4;1;2;1;2;2;2;2;2;2;9; ;10; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ;1;2;2;2;1;2;1;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105149;1;11;11001;1;9;1;1;43;1;3;2;1;1;2;4;4;3;4;4;4;4;4;3;1; ; ; ; ; ; ; ;1; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;6;0;5;7;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5;1;2;1;2;1;2;2;2;2;17; ;25; ;32; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105150;1;11;11001;1;9;1;1;24;1;3;2;1;1;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;10;0;4;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105151;1;11;11001;1;9;1;1;33;1;3;2;1;2;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;5;0;4;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;5;2;1;2;2;2;2;2;2;2;2;8; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105152;1;11;11001;1;9;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;25; ; ; ; ;1; ; ;1
105153;1;11;11001;1;9;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;45;1; ;1; ; ; ; ;1
105154;1;11;11001;1;9;1;1;26;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5;0;4;3;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;6;2;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105155;1;11;11001;1;9;1;1;27;1;3;2;1;1;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;6;0;4;1;2;1;2;2;2;2;2; ;1; ; ; ; ; ;1;1;4;1;1;2;2;2;2;2;2;2;2;22; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ;2;2;2;1;1;2;2;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105156;1;11;11001;1;9;1;1;21;1;3;2;1;2;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5;0;4;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;6;2;1;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105157;1;11;11001;1;9;1;1;30;1;3;1;1;1;2;4;4;3;4;4;2;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;18;1;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;4;1;2;2;2;2;1;2;2;2;18; ; ; ; ;18; ; ; ;6;1;1;2; ; ; ; ; ; ;1; ;1;2;2;2;2;2;1;1;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105158;1;11;11001;1;9;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;61; ; ; ; ;1; ; ;1
105159;1;11;11001;1;9;1;1;48;1;3;2;1;1;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5;0;4;3;1;2;2;2;2;2;1;1;1; ; ; ; ; ; ;1;5;1;1;1;2;2;2;2;2;2;2;30;21; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105160;2;11;11001;1;14;2;1;53;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;30;1;1;2;2;1;2;1;2;3;1;1;1;1;1;1;1;1;1;2;5;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;1;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105161;1;11;11001;1;9;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47;1; ; ; ; ; ; ;1
105162;1;11;11001;1;9;1;1;25;1;3;1;1;1;2;4;3;4;4;4;1;4;4;4;1; ; ; ; ; ;1; ; ; ; ;10; ;2;2;2;2;2; ; ; ; ; ;1;7;20;1;9;1;2;2;2;2;2;1; ;1; ; ; ; ; ; ;2;2;5;1;1;1;1;2;1;2;2;1;3;3;3;10; ;15; ; ;15;4;2;2; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105163;2;11;11001;1;14;2;1;36;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;1;1; ; ; ; ; ; ; ; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;1;29;1;9;2;2;1;2;2;2;3; ;1;1; ; ; ; ;1;2;2;4;1;1;2;2;1;1;2;2;2;10;36; ; ;10;6; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ;2;1;1;2;2;2;1;2;2;2;2;1;4; ; ; ; ; ; ; ; ; ;1
105164;2;11;11001;1;14;2;1;31;1;3;1;1;3;2;4;4;3;4;3;4;4;3;4;1; ; ; ; ; ; ; ; ; ;1;11; ;2;2;2;2;2; ; ; ; ; ;1;1;0;1;3;2;2;1;2;2;2;3; ;1;1; ; ; ; ;1;1;4;1;2;1;1;2;1;2;2;1;1; ;8;12; ;13; ; ;20;15;3; ;1;1; ; ; ; ; ; ; ; ;1;2;2;1;1;1;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105165;2;11;11001;1;14;2;1;32;1;3;1;1;2;2;4;4;3;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;7;10;7;3;1;2;1;2;1;2;3;1;1;1; ; ; ; ;1;1;6;9;1;1;1;2;2;2;2;1;2;14;15;23; ; ; ; ;27; ;2; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105166;2;11;11001;1;14;2;1;44;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;4;10;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5;1;2;1;2;1;1;2;2;2;15; ;25; ;20;32; ; ; ;6;2;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105167;1;11;11001;1;9;1;1;20;1;3;1;1;1;2;4;3;4;3;4;4;3;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;19;11;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5;1;1;1;1;2;1;2;2;1;6;4;8;10; ;15; ; ;10;4;2;1;1; ; ; ; ; ; ; ; ;2;1;1;2;2;2;1;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105168;2;11;11001;1;14;2;1;27;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;10;8;4;9;2;2;1;2;2;2;3; ;1; ; ; ; ; ;1;1;2;5;1;2;1;2;2;2;2;2;2;20; ;20; ; ; ; ; ; ;3; ;1;1; ; ; ; ; ; ; ; ;2;2;1;1;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105169;1;11;11001;1;9;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;38;1; ;1; ; ; ; ;1
105170;1;11;11001;1;9;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;28;1;1;1; ; ; ; ;1
105171;1;11;11001;1;9;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;65; ; ; ; ; ; ;1;1
105172;2;11;11001;1;4;1;1;22;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;4;7;9;2;1;1;1;1;2;2;1; ; ; ; ; ; ; ;1;4;5;2;2;2;2;2;1;2;2;2; ; ; ; ; ;12; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;1;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105173;2;11;11001;1;4;1;1;56;1;3;1;1;1;2;4;4;3;2;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;32;1;3;1;2;2;2;2;2;1; ;1; ; ; ; ; ; ;1;3;1;1;1;1;2;2;1;2;1;2;32;37;37; ; ;22; ;22; ;6;3;1;2;1; ;1; ; ; ; ; ;2;2;1;1;2;2;1;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105174;2;11;11001;1;4;1;1;27;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;4;1;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5;1;2;1;1;1;1;2;2;2;12; ;12;8;12;15; ; ; ;6;1;1;2; ;1; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105175;2;11;11001;1;4;1;1;37;1;3;2;1;2;2;4;4;4;4;4;3;4;4;4;1; ; ; ; ; ;1; ;1; ; ;10; ;2;2;2;2;2; ; ; ; ; ;2;7;20;1;1;2;1;2;2;2;2;2; ;1; ; ; ; ; ; ;1;3;1;2;1;1;2;2;2;2;2;2; ;14;11; ; ; ; ; ; ;3; ;1;2; ; ; ; ; ; ;1; ;2;2;1;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105176;2;11;11001;1;4;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;32; ; ; ;1; ; ; ;1
105177;2;11;11001;1;4;1;1;36;1;3;1;1;1;2;4;4;4;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;15;1;1;1;2;2;2;2;2;1; ;1; ; ; ; ; ;1;1;3;1;1;1;1;2;2;1;2;2;2;10;12;10; ; ;12; ; ; ;6;2;1;2; ; ; ; ; ; ;1; ;2;2;2;2;2;2;1;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105178;2;11;11001;1;4;1;1;39;2;3;1;1;2;2;3;4;2;4;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;3;1;3;2;1;1;2;2;2;2;1;1;1; ; ; ; ;1;1;2;1;1;1;1;1;2;1;2;2;2;16;16;30;34; ;34; ; ; ;6;2;1;1; ; ; ; ; ; ; ; ;1;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105179;1;11;11001;1;14;2;1;35;1;3;2;1;3;2;4;4;4;4;4;2;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1; ; ; ; ;1;2;7;26;7;2;1;2;1;2;2;1;3; ;1;1;1; ;1;1;1;2;13;1;2;1;2;2;1;1;2;1;2; ;18; ; ;18;25; ;11; ;5;4;1;1; ; ; ; ; ; ; ; ;2;2;1;2;1;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105180;1;11;11001;1;14;2;1;38;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1;25;1;2;1;2;1;2;2;2;1;1; ; ; ; ; ; ; ;1;3;5;1;1;2;2;2;1;2;2;2;24;28; ; ; ;13; ; ; ;6;3;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105181;1;11;11001;1;14;2;1;33;1;3;1;1;1;2;3;4;2;4;4;2;3;4;2;1; ;1;1;1; ; ; ;1;1; ;11; ;2;2;2;2;2; ; ; ; ; ;1;1;4;1;1;2;2;1;2;2;2;3; ;1;1;1;1; ;1;1;1;2;5;1;1;1;1;2;1;2;2;2;17;15;20;25; ;26; ; ; ;6;2;1;1; ; ; ; ; ; ; ; ;2;2;1;2;1;2;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ;1
