DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8;P9R;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23S1R;P24;P25;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
105076;2;11;11001;1;8;1;1;56;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ; ;1;1;10; ;2;2;2;2;2; ; ; ; ; ;1;1;13;4;6;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5;1;2;2;2;2;2;2;2;2;17; ; ; ; ; ; ; ; ;1; ;1;2; ; ; ; ; ; ; ;1;2;2;2;1;2;2;1;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105077;2;11;11001;1;8;1;1;21;1;3;1;1;1;1;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;1;1;1;1;2;1;2;2;2;1; ;1;1;1;1;1;1;1;1;3;4;1;2;2;2;2;1;2;2;2;12; ; ; ; ;12; ; ; ;6;1;1;2; ; ; ; ; ; ;1; ;1;2;2;2;1;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105078;2;11;11001;1;8;1;1;40;1;3;1;1;1;2;4;4;2;4;4;4;4;4;3;1; ; ; ; ;1;1; ; ; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;1;23;4;1;1;2;2;2;2;2;1; ;1; ; ; ; ; ;1;1;2;5;1;1;1;2;2;1;2;2;2;15;36;15; ; ;18; ; ; ;6;1;1;2;1;1; ; ; ; ; ; ;1;1;1;2;2;2;1;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105079;2;11;11001;1;8;1;1;36;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;8;1;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;3;1;1;1;2;1;1;2;2;1;16;12;30; ;25;5; ; ;30;6;3;2; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105080;2;11;11001;1;8;1;1;67;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5;2;4;6;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5;2;1;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ;2; ;1;2; ; ; ; ; ; ;1; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105081;2;11;11001;1;8;1;1;28;1;1;1;1;1;2;2;4;3;4;4;4;3;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;4;6;1;1;1;1;2;2;2;2;1; ;1; ; ; ; ; ;1;1;3;4;1;2;1;1;2;2;2;2;2;13; ;13;13; ; ; ; ; ;3; ;1;2; ; ; ; ; ; ; ;1;2;2;2;1;1;2;1;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105082;2;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;56; ;1; ; ; ; ; ;1
105083;2;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;23; ;1;1; ; ; ; ;1
105084;2;11;11001;1;8;1;1;24;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;3;1;1;1;2;2;2;2;2;1; ;1;1; ; ; ; ;1;1;3;5;2;2;1;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ;3; ;1;2; ;1; ; ; ; ; ; ;1;1;1;1;1;2;2;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105085;2;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;32; ;1; ; ; ; ; ;1
105086;2;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;61; ; ; ; ;1; ; ;1
105087;2;11;11001;1;8;1;1;34;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;3;5;9;1;2;2;2;2;1;6;1;1; ;1; ; ; ; ;1;4;4;1;1;1;1;1;1;2;2;1;17;16;16;16;16;17; ; ;17;6;2;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;1;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105088;2;11;11001;1;8;1;1;50;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;25;1;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;13;4;1;1;1;2;2;1;2;2;2;15;8;20; ; ;10; ; ; ;6;1;1;2; ;1; ; ; ; ;1; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105089;2;11;11001;1;8;1;1;40;1;3;1;1;1;2;4;4;3;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;7;3;7;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5;1;1;1;1;2;1;2;2;2;15;15;15;15; ;16; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105090;2;11;11001;1;8;1;1;29;1;3;1;1;1;2;3;4;4;4;4;4;4;4;4;1; ; ; ; ; ;1; ; ; ; ;10; ;2;2;2;2;2; ; ; ; ; ;1;1;5;1;3;1;2;1;2;2;2;3; ;1;1; ; ;1;1;1;1;4;1;1;2;1;2;1;1;2;1;1;13; ;18; ;23;23; ;18;23;6;2;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105091;2;11;11001;1;8;1;1;33;1;3;1;1;1;2;4;3;4;4;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5;7;4;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;4;1;1;1;2;2;2;2;2;2;17;17;17; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105092;2;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;48; ; ; ;1;1; ; ;1
105093;2;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;37; ; ; ; ; ; ;1;1
105094;2;11;11001;1;8;1;1;28;1;3;2;1;1;2;4;4;3;3;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;3;1;2;2;2;2;2; ; ; ; ; ;2;1;18;2;9;2;2;1;2;1;2;3; ;1;1;1;1;1; ;1;1;2;5;1;1;1;2;2;1;2;2;1;12;20;14; ; ;17; ; ;16;6;1;1;1; ; ; ; ; ; ; ; ;1;1;1;2;2;2;1;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105095;2;11;11001;1;8;1;1;67;1;6;1;1;1;2;4;4;3;4;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;47;9;9;2;2;2;2;2;1;6;1;1; ; ; ; ; ;1;1;2;5;1;2;2;2;2;2;2;2;2;20; ; ; ; ; ; ; ; ;1; ;1;2; ; ; ; ; ;1;1; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105096;2;11;11001;1;8;1;1;32;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;10; ;2;2;2;2;2; ; ; ; ; ;2;6;12;7;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5;1;2;2;2;2;1;2;2;2;20; ; ; ; ;20; ; ; ;6;2;1;1; ; ; ; ; ; ; ; ;1;2;1;2;1;2;2;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105097;2;11;11001;1;8;1;1;37;1;3;1;1;1;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;10;4;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4;1;2;1;2;2;1;2;2;2;10; ;11; ; ;19; ; ; ;3;1;1;2; ; ; ; ; ; ;1; ;2;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105098;2;11;11001;1;8;1;1;46;1;3;1;1;2;2;4;4;3;3;4;4;4;3;4;1; ; ; ; ; ; ; ; ;1;1;10; ;2;2;2;2;2; ; ; ; ; ;1;7;15;5;7;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5;1;1;1;2;2;1;2;1;1;15;16;17; ; ;30; ;20;30;9;3;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;1;2;1; ; ; ; ; ; ; ; ; ;1
105099;2;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;30; ; ; ; ;1; ; ;1
105100;2;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;33;1; ; ; ; ; ; ;1
105101;2;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;35; ; ; ; ;1; ; ;1
105102;2;11;11001;1;8;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;35; ; ; ; ;1; ; ;1
105103;1;11;11001;1;9;1;1;46;1;3;2;1;1;1;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;4;7;3;1;2;2;2;2;2;1;1;1; ;1; ; ; ; ;1;2;4;2;2;1;2;2;1;2;2;2; ; ;14; ; ;20; ; ; ;6;2;1;2; ; ; ; ; ; ; ;1;2;2;2;1;2;2;1;2;2;1;2;2;1; ; ; ; ; ; ; ; ; ;1
105104;1;11;11001;1;9;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;40; ; ; ;1; ; ; ;1
105105;1;11;11001;1;9;1;1;40;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;5;20;4;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5;1;1;1;1;1;1;1;1;1;7;12;8;12;19;20;32;14;20;6;1;1;2; ; ; ; ; ; ;1; ;1;1;1;2;2;2;1;1;2;1;1;1;1; ; ; ; ; ; ; ; ; ;1
105106;2;11;11001;1;9;1;1;61;1;3;2;1;1;2;4;4;2;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;5;15;4;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;1;1;2;1;2;2;2;2;2;2;7; ;8; ; ; ; ; ; ;3; ;1;2; ; ; ; ; ;1; ; ;2;1;2;2;2;2;1;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105107;2;11;11001;1;14;2;1;48;1;3;2;1;3;1;4;4;4;2;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;11;30;9;9;2;2;1;2;2;2;3; ;1;1;1;1;1; ;1;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105108;2;11;11001;1;14;2;1;41;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;1;2;2;2;2;1;2;2;2;3; ;1;1; ; ; ; ; ;1;6;5;2;2;1;2;2;1;2;2;2; ; ;25; ; ;38; ; ; ;3;2;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105109;2;11;11001;1;14;2;1;42;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;6;34;5;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;2;2;1;2;2;2; ;8;12; ; ;18; ; ; ;6;2;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105110;2;11;11001;1;14;2;1;54;1;3;2;1;3;2;4;4;3;3;3;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;11; ;2;2;2;2;2; ; ; ; ; ;1;1;20;1;7;2;1;1;2;2;2;3; ;1;1;1;1;1; ;1;1;3;1;1;1;2;2;2;1;2;2;1;16;21; ; ; ;30; ; ;30;6;1;1;1; ; ; ; ; ; ; ; ;1;2;1;1;1;2;1;1;2;1;2;1;1; ; ; ; ; ; ; ; ; ;1
105111;2;11;11001;1;9;1;1;61;1;3;2;1;1;2;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7;30;2;9;2;2;2;2;1;2;5;1; ; ; ; ; ; ;1;1;4;4;1;2;2;2;2;2;2;2;2;9; ; ; ; ; ; ; ; ;1; ;1;2; ; ; ; ; ; ; ;1;2;2;2;2;1;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105112;2;11;11001;1;14;2;1;42;1;3;1;1;3;2;3;3;3;3;3;4;4;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;11;3;9;3;2;2;1;2;2;2;3; ;1;1;1; ; ;1;1;1;2;7;2;1;2;2;2;1;2;2;1; ;20; ; ; ;20; ; ;20;6;1;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105113;2;11;11001;1;14;2;1;59;1;3;1;1;3;2;4;4;3;2;2;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5;10;5;9;2;2;1;2;2;2;3; ; ;1; ; ; ; ; ;1;4;5;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105114;2;11;11001;1;14;2;1;42;1;3;1;1;3;2;4;4;4;4;4;2;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;26;10;8;2;1;1;2;2;2;3; ;1;1;1;1;1; ;1;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ;15; ; ; ; ; ;4; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;1;2;1;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105115;2;11;11001;1;14;2;1;57;1;3;2;1;2;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;40;2;9;2;2;1;2;2;2;3; ;1; ; ; ; ; ; ;1;6;9;1;2;1;2;2;2;2;2;2;15; ;16; ; ; ; ; ; ;3; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105116;2;11;11001;1;14;2;1;53;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;20;5;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;1;2;1;1;2;2;1;2;2;2; ;14;16; ; ;30; ; ; ;3;3;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105117;2;11;11001;1;14;2;1;45;1;3;2;1;3;2;4;3;2;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;8;4;9;2;2;1;2;2;2;3; ;1; ; ; ; ; ; ;1;3;9;2;1;2;2;1;2;2;2;2; ;20; ; ;20; ; ; ; ;2; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;1;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
105118;1;11;11001;1;9;1;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;26; ; ; ;1; ; ; ;1
105119;2;11;11001;1;14;2;1;42;1;3;2;1;3;2;3;4;3;4;2;3;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;3;18;4;9;2;2;1;2;2;2;3; ;1; ; ; ; ; ; ;1;2;4;1;1;1;2;2;1;2;1;1;11;17;9; ; ;25; ;18;18;6;1;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
105120;2;11;11001;1;14;2;1;55;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2; ; ; ; ;1;1;12;4;3;2;2;1;2;2;2;3; ; ;1; ; ; ; ; ;1;3;5;2;2;1;2;2;2;2;2;2; ; ;13; ; ; ; ; ; ;3; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105121;2;11;11001;1;14;2;1;33;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;2;2; ; ; ; ; ;1;4;15;7;9;2;1;2;2;2;2;2; ;1; ; ; ; ; ; ;1;3;1;2;1;1;2;2;1;1;2;1; ;11;15; ; ;11;15; ;17;9;4;1;1; ; ; ; ; ; ; ; ;1;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105122;2;11;11001;1;9;1;1;55;1;3;1;1;1;2;4;4;2;3;3;3;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;40;1;9;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5;2;1;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ;2; ;1;2; ; ; ; ; ; ;1; ;2;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105123;2;11;11001;1;14;2;1;50;1;3;2;1;3;2;3;4;1;2;4;1;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2; ;2; ; ; ;1;5;25;4;9;2;2;1;2;2;2;3; ;1;1; ; ; ; ;1;1;3;4;1;1;2;2;2;2;2;2;2;18;8; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;1;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105124;2;11;11001;1;14;2;1;45;1;3;1;1;3;2;4;4;2;4;4;4;4;4;4;1;1; ; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2; ; ; ; ;1;6;5;5;9;2;2;1;2;2;2;3; ;1;1; ; ;1; ;1;1;4;4;1;1;1;1;2;1;2;1;1;12;10;8;14; ;16; ;15;17;3;2;1;1; ; ; ; ; ; ; ; ;1;1;1;1;1;2;2;1;2;1;1;1;1; ; ; ; ; ; ; ; ; ;1
105125;2;11;11001;1;14;2;1;51;1;3;2;1;3;2;4;4;3;1;1;4;4;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;7;1;6;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;25; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105126;2;11;11001;1;14;2;1;54;1;3;2;1;3;2;4;4;2;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;1;7;34;7;9;2;2;1;2;2;2;3; ;1;1; ; ; ;1;1;1;4;4;1;1;1;2;2;1;2;2;2;20;20;20; ; ;20; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;1;1;1;2;1;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105127;2;11;11001;1;14;2;1;32;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1;2; ; ; ;1; ;1;1;6;1;3;2;2;1;2;2;2;3; ;1;1; ; ; ; ;1;1;3;1;2;2;1;2;1;1;1;1;2; ; ;8; ;10;11;13;16; ;3;2;1;1; ; ; ; ; ; ; ; ;1;2;1;1;1;1;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
105128;2;11;11001;1;14;2;1;49;1;3;1;1;3;1;4;4;4;3;4;4;4;4;4;1; ; ; ; ;1; ; ; ; ; ;1;1;2;2;2;2;2; ; ; ; ; ;1;4;25;3;1;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;6;2;2;2;2;2;1;2;2;2; ; ; ; ; ;28; ; ; ;6;4;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
